ID,Title,Synonyms,Japanese,English,Synopsis,Type,Episodes,Status,Start_Aired,End_Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Rating,Score,Scored_Users,Ranked,Popularity,Members,Favorites
42938,Fruits Basket: The Final,"Fruits Basket 3rd Season, Fruits Basket (2019) 3rd Season, Furuba",フルーツバスケット The Final,Fruits Basket The Final Season,"Hundreds of years ago, the Chinese Zodiac spirits and their god swore to stay together eternally. United by this promise, the possessed members of the Souma family shall always return to each other under any circumstances. Yet, when these bonds shackle them from freedom, it becomes an undesirable burden—a curse. As head of the clan, Akito is convinced that he shares a special connection with the other Soumas. While he desperately clings to this fantasy, the rest of the family remains isolated and suppressed by the fear of punishment.

Tooru Honda, who has grown attached to the Soumas, is determined to break the chains that bind them. Her companionship with the family and her friends encourages her to move forward with lifting the curse. However, due to confounding revelations, she struggles to find the tenacity to continue her endeavors. With time slowly withering away, Tooru contends with an uncertain future in hopes of reaching the tranquility that may lie beyond all this commotion.

[Written by MAL Rewrite]",TV,13,Finished Airing,"Apr 6, 2021","Jun 29, 2021",Spring 2021,Tuesdays at 0130 (JST),"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",Funimation,TMS Entertainment,Manga,"Drama, Romance, Supernatural",Unknown,Shoujo,PG-13 - Teens 13 or older,9.031,182678,102,508,374474,17274
24405,World Trigger,Unknown,ワールドトリガー,World Trigger,"When a gate to another world suddenly opens on Earth, Mikado City is invaded by strange creatures known as ""Neighbors,"" malicious beings impervious to traditional weaponry. In response to their arrival, an organization called the Border Defense Agency has been established to combat the Neighbor menace through special weapons called ""Triggers."" Even though several years have passed after the gate first opened, Neighbors are still a threat and members of Border remain on guard to ensure the safety of the planet.

Despite this delicate situation, members-in-training, such as Osamu Mikumo, are not permitted to use their Triggers outside of headquarters. But when the mysterious new student in his class is dragged into a forbidden area by bullies, they are attacked by Neighbors, and Osamu has no choice but to do what he believes is right. Much to his surprise, however, the transfer student Yuuma Kuga makes short work of the aliens, revealing that he is a humanoid Neighbor in disguise.

[Written by MAL Rewrite]",TV,73,Finished Airing,"Oct 5, 2014","Apr 3, 2016",Fall 2014,Sundays at 0630 (JST),TV Asahi,Sentai Filmworks,Toei Animation,Manga,"Action, Sci-Fi, Supernatural",School,Shounen,PG-13 - Teens 13 or older,7.581,131444,13992,509,374046,2514
41120,Fugou Keiji: Balance:Unlimited,Unknown,富豪刑事 BalanceUNLIMITED,The Millionaire Detective – Balance UNLIMITED,"Daisuke Kanbe, a man of extraordinary wealth, is assigned to the Modern Crime Prevention Headquarters as a detective. It is there that he gets partnered with Haru Katou, a humane detective who values justice above all. The two are polar opposites, and their morals clash time and time again. Haru despises Daisuke for using monetary wealth to solve cases, as he believes that money isn't everything. The two will have to combine their efforts, however, to solve the mysteries that are coming their way.

[Written by MAL Rewrite]",TV,11,Finished Airing,"Apr 10, 2020","Sep 25, 2020",Spring 2020,Fridays at 0055 (JST),"Aniplex, Dentsu, Animax, Movic, Fuji TV, Sonilude",Aniplex of America,CloverWorks,Novel,"Comedy, Mystery",Detective,Unknown,PG-13 - Teens 13 or older,7.541,170931,15332,510,373976,2710
12445,Tasogare Otome x Amnesia,Tasogare Otome x Amnesia,黄昏乙女×アムネジア,Dusk Maiden of Amnesia,"Seikyou Private Academy, built on the intrigue of traditional occult myths, bears a dark past—for 60 years, it has been haunted by a ghost known as Yuuko, a young woman who mysteriously died in the basement of the old school building. With no memory of her life or death, Yuuko discreetly finds and heads the Paranormal Investigations Club in search of answers.

A chance meeting leads Yuuko to cling to diligent freshman Teiichi Niiya, who can see the quirky ghost, they quickly grow close, and he decides to help her. Along with Kirie Kanoe, Yuuko's relative, and the oblivious second year Momoe Okonogi, they delve deep into the infamous Seven Mysteries of the storied school.

Tasogare Otome x Amnesia tells a unique tale of students who work together to shed light on their school's paranormal happenings, all the while inching closer to the truth behind Yuuko's death.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Apr 9, 2012","Jun 25, 2012",Spring 2012,Unknown,"Square Enix, Media Factory",Sentai Filmworks,SILVER LINK.,Manga,"Horror, Mystery, Romance, Supernatural",School,Shounen,R - 17+ (violence & profanity),7.831,172322,8402,511,373483,4334
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,"Let's Decorate the Promised Flowers in the Morning of Farewells, SayoAsa",さよならの朝に約束の花をかざろう,Maquia When the Promised Flower Blooms,"Maquia is a member of a special race called the Iorph—mystical beings who can live for hundreds of years and remain separate from the lives and daily troubles of mankind. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.

One day however, the outside world finds her, as the power-hungry kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality of the Iorph to his bloodline.

The humans and their Renato ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato that has gone berserk. It soon dies, and she is left deserted in a forest far from home, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her, or how to live with the smoldering loneliness inside, she is determined to make it all work somehow.

[Written by MAL Rewrite]",Movie,1,Finished Airing,"Feb 24, 2018",Not Available,Unknown,Unknown,"Bandai Visual, Lantis, Rakuonsha, Showgate, Hakuhodo DY Music & Pictures, Cygames",Eleven Arts,P.A. Works,Original,"Drama, Fantasy",Unknown,Unknown,PG-13 - Teens 13 or older,8.411,163720,1562,512,371944,6506
467,Koukaku Kidoutai: Stand Alone Complex,"Ghost in the Shell SAC, Ghost in the Shell Stand Alone Complex",攻殻機動隊 STAND ALONE COMPLEX,Ghost in the Shell Stand Alone Complex,"In the not so distant future, mankind has advanced to a state where complete body transplants from flesh to machine is possible. This allows for great increases in both physical and cybernetic prowess and blurring the lines between the two worlds. However, criminals can also make full use of such technology, leading to new and sometimes, very dangerous crimes. In response to such innovative new methods, the Japanese Government has established Section 9, an independently operating police unit which deals with such highly sensitive crimes.

Led by Daisuke Aramaki and Motoko Kusanagi, Section 9 deals with such crimes over the entire social spectrum, usually with success. However, when faced with a new A level hacker nicknamed ""The Laughing Man,"" the team is thrown into a dangerous cat and mouse game, following the hacker's trail as it leaves its mark on Japan.

[Written by MAL Rewrite]",TV,26,Finished Airing,"Oct 1, 2002","Oct 1, 2003",Fall 2002,Unknown,"Bandai Visual, Dentsu, Victor Entertainment, Animax, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,"Action, Sci-Fi","Adult Cast, Detective, Mecha, Military",Seinen,R - 17+ (violence & profanity),8.431,156350,1492,513,371746,8185
323,Mousou Dairinin,Mousou Dairinin,妄想代理人,Paranoia Agent,"The infamous Shounen Bat (Lil' Slugger) is terrorizing the residents of Musashino City. Flying around on his rollerblades and beating people down with a golden baseball bat, the assailant seems impossible to catch—much less understand. His first victim, the well-known yet timid character designer Tsukiko Sagi, is suspected of orchestrating the attacks. Believed only by her anthropomorphic pink stuffed animal, Maromi, Tsukiko is just one of Shounen Bat's many victims.

As Shounen Bat continues his relentless assault on the town, detectives Keiichi Ikari and Mitsuhiro Maniwa begin to investigate the identity of the attacker. However, more and more people fall victim to the notorious golden bat, and news of the assailant begins circulating around the town. Paranoia starts to set in as chilling rumors spread amongst adults and children alike.

Will the two detectives be able to unravel the truth behind Shounen Bat, or will the paranoia get to them first?

[Written by MAL Rewrite]",TV,13,Finished Airing,"Feb 3, 2004","May 18, 2004",Winter 2004,Saturdays at 0000 (JST),"WOWOW, Asmik Ace, Tohokushinsha Film Corporation","Funimation, Geneon Entertainment USA",Madhouse,Original,"Avant Garde, Drama, Mystery, Supernatural, Suspense","Detective, Psychological",Unknown,R+ - Mild Nudity,7.671,144881,11622,514,371473,4932
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,JoJo's Bizarre Adventure Part 6 Stone Ocean,ジョジョの奇妙な冒険 ストーンオーシャン,JoJo's Bizarre Adventure Stone Ocean,"Conspiring forces frame Jolyne Kuujou for a reckless crime, landing her in the infamous Green Dolphin Street Jail. Much like her father Joutarou, Jolyne is brash, brave, and just; she rails against her unfair sentence and quickly discovers the sinister circumstances that led to her incarceration.

A gift from her absent father grants Jolyne the power of Stone Free, a supernatural ability known as a Stand that allows her to unravel her body into string. Jolyne uses Stone Free to battle her way through the prison, recruiting new allies—Hermes Costello and Foo Fighters—to assist in her investigation. Together, the fearless women fight to uncover the menace behind White Snake, an enemy Stand responsible for the increasingly dangerous prisoners who are after Jolyne's life.

Through Jolyne, the Joestar lineage confronts the legacy of its one true enemy. Jolyne and her friends race to stop a disastrous plot and put an end to a culminating evil.

[Written by MAL Rewrite]
",ONA,12,Finished Airing,"Dec 1, 2021",Not Available,Unknown,Unknown,"Warner Bros. Japan, Shueisha",Unknown,David Production,Manga,"Action, Adventure",Unknown,Shounen,R - 17+ (violence & profanity),8.301,174201,2412,515,371254,6544
32686,Keijo!!!!!!!!,Unknown,競女!!!!!!!!,Keijo!!!!!!!!,"Japan's latest competitive sport, keijo, is dictated by a simple set of rules: female-only participants must stand on circular platforms floating in a pool—referred to as ""lands""—with the goal being to knocking off opponents using only their breasts and butts. Despite this outlandish premise, the sport attracts millions of viewers across the country and boasts a lavish prize pool. Many aspiring athletes take up the challenge in hopes of becoming the next national champion.

After graduating from high school, the lively 17-year-old Nozomi Kaminashi enters the world of keijo, hoping to bring home a fortune to her poor family. As a gifted gymnast, Nozomi quickly proves herself a tough competitor after stealing the spotlight in her debut tournament. Meeting new friends and rivals as she climbs the ranks, Nozomi discovers that the path to stardom as a keijo player is filled with intense competition that will challenge not only her body, but also her soul.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Oct 6, 2016","Dec 22, 2016",Fall 2016,Thursdays at 2330 (JST),"Sotsu, Lantis, Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shogakukan, NichiNare, Radio Osaka",Funimation,Xebec,Manga,"Sports, Ecchi",Combat Sports,Shounen,PG-13 - Teens 13 or older,6.941,182023,41652,516,370579,1360
27831,Durarara!!x2 Ten,Durarara!!x2 Ten,デュラララ!!×２ 転,Durarara!! x2 Ten,"In Ikebukuro, the lives of its citizens continue intertwining with each other as if their fates are predestined. Mikado Ryuugamine is now one step closer to his goal of living an exciting life, and in turn, delves deeper into the darker side of Ikebukuro. After gaining absolute control over a former rival, he uses his newfound power as he pleases, purging the Dollars from the inside to mold it into the ideal organization. This proves to be as challenging as it sounds as Mikado must now deal with unwanted outside interference, most notably a re-emerging and dearly missed friend. Meanwhile, Izaya Orihara still has some schemes up his sleeve, although a rival information exchange center has proven to be quite the hindrance, lurking within everyone's favorite downtown district. Undoubtedly, sooner or later, chaos will strike again.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jul 4, 2015","Sep 26, 2015",Summer 2015,Saturdays at 2330 (JST),Aniplex,Aniplex of America,Shuka,Light novel,"Action, Mystery, Supernatural",Unknown,Unknown,R - 17+ (violence & profanity),7.981,191193,5872,517,370296,747
22145,Kuroshitsuji: Book of Circus,"Kuroshitsuji Circus Hen, Kuroshitsuji Shin Series, Black Butler 3, Kuroshitsuji III",黒執事 Book of Circus,Black Butler Book of Circus,"Full of wonder and excitement, the Noah's Arc Circus troupe has captured audiences with their dazzling performances. Yet these fantastic acts do not come without a price. Children have mysteriously gone missing around London, correlating to that of the group's movements. Unsettled by these kidnappings, Queen Victoria sends in her notorious guard dog, Ciel Phantomhive; and his ever-faithful demon butler, Sebastian Michaelis, on an undercover mission to find these missing children.

Trying to balance their new circus acts with their covert investigation under the big top, however, proves to be quite a challenge. With the other performers growing suspicious and the threat of the circus' mysterious benefactor looming overhead, what the two discover will shake Ciel to his very core.

[Written by MAL Rewrite]",TV,10,Finished Airing,"Jul 11, 2014","Sep 12, 2014",Summer 2014,Fridays at 0219 (JST),"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, DeNA",Funimation,A-1 Pictures,Manga,"Action, Comedy, Mystery, Supernatural","Historical, Mythology",Shounen,R - 17+ (violence & profanity),8.071,197148,4852,518,370126,3401
10080,Kami nomi zo Shiru Sekai II,"Kami nomi zo Shiru Sekai 2, Kaminomi II, The World God Only Knows 2",神のみぞ知るセカイ II,The World God Only Knows II,"Keima Katsuragi, the ""God of Conquest,"" returns to his quest of expelling runaway spirits that have possessed the hearts of women. Still stuck in his contract with the demon Elsie, he must continue to utilize the knowledge he has gained from mastering multitudes of dating simulators and chase out the phantoms that reside within by capturing the hearts of that which he hates most: three-dimensional girls.

However, the God of Conquest has his work cut out for him. From exorcising karate practitioners and student teachers to the arrival of Elsie's best friend from Hell, he is up against a wide array of girls that will test his wit and may even take him by surprise. Though he would much rather stick to the world of 2D, he is trapped in lousy reality, and so Keima must trudge forward in his conquest of love.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Apr 12, 2011","Jun 28, 2011",Spring 2011,Tuesdays at 0130 (JST),"TV Tokyo, Geneon Universal Entertainment",Sentai Filmworks,Manglobe,Manga,"Comedy, Romance, Supernatural","Harem, Otaku Culture",Shounen,PG-13 - Teens 13 or older,7.891,229421,7312,519,368881,966
46352,Blue Period,Unknown,ブルーピリオド,Blue Period,"Second-year high school student Yatora Yaguchi is a delinquent with excellent grades, but is unmotivated to find his true calling in life. Yatora spends his days working hard to maintain his academic standing while hanging out with his equally unambitious friends. However, beneath his carefree demeanor, Yatora does not enjoy either activity and wishes he could find something more fulfilling.

While mulling over his predicament, Yatora finds himself staring at a vibrant landscape of Shibuya. Unable to express how he feels about the unusually breathtaking sight, he picks up a paintbrush, hoping his thoughts will be conveyed on canvas. After receiving praise for his work, the joy he feels sends him on a journey to enter the extremely competitive Tokyo University of the Arts—a school that only accepts one in every two hundred applicants.

Facing talented peers, a lack of understanding of the fine arts, and struggles to obtain his parents’ approval, Yatora is confronted by much adversity. In the hopes of securing one of the five prestigious spots in his program of choice, Yatora must show that his inexperience does not define him. 

[Written by MAL Rewrite]",TV,12,Finished Airing,"Oct 2, 2021","Dec 18, 2021",Fall 2021,Saturdays at 0125 (JST),"Mainichi Broadcasting System, Kodansha, DMM pictures, Bit grooove promotion, DMM Music",Unknown,Seven Arcs,Manga,"Drama, Slice of Life","School, Visual Arts",Seinen,PG-13 - Teens 13 or older,7.841,157785,8132,520,368818,4890
7817,B-gata H-kei,Unknown,B型H系,Yamada's First Time B Gata H Kei,"Most people, including the girl herself, would say that first year high school student Yamada is beautiful and perfect. Despite this, she is working towards a peculiar goal: to have sex with one hundred men by the end of high school.

Trying to put some sense into her head, Yamada's best friend, Miharu Takeshita, points out a major flaw in that plan—she is completely inexperienced with men. However, the reason behind this is that Yamada thinks her lady parts look strange and believes others will judge her for it. As a result, Yamada decides that her first time must be with a fellow virgin, since they will not hurt or scare her. After a fateful encounter, she sets her sights on the shy and average Takashi Kosuda, an aspiring photographer with a heart of gold. 

With contending rivals for his affection and her own raging hormones, Yamada must find ways to seduce Kosuda and take his cherry. However, as she gets closer to Kosuda, she finds herself increasingly enjoying their time spent together.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Apr 2, 2010","Jun 18, 2010",Spring 2010,Fridays at 0100 (JST),"Dentsu, AT-X, DAX Production, TYO Animations, Happinet Pictures, BIGLOBE, Shueisha, AG-ONE, RAY",Funimation,Hal Film Maker,4-koma manga,"Comedy, Romance, Ecchi",School,Seinen,R+ - Mild Nudity,6.871,209754,44482,521,367736,1516
20541,Mikakunin de Shinkoukei,Unknown,未確認で進行形,Engaged to the Unidentified,"Just an ordinary teenager, Kobeni Yonomori receives quite the surprise on her 16th birthday—a fiancé and a sister-in-law she never even knew she had. As a result of an arrangement that her late grandfather made, Hakuya Mitsumine and his younger sister Mashiro have moved from their countryside home to the Yonomori household in order to deepen their relationship with their new family members.

Mikakunin de Shinkoukei follows Kobeni's ""love life"" with Hakuya as she tries her best to adjust to the abrupt changes forced upon her. However, as some extraordinary secrets regarding the siblings come to light, Kobeni will find her life changed forever.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jan 9, 2014","Mar 27, 2014",Winter 2014,Thursdays at 0213 (JST),"Sotsu, DAX Production, TOHO animation, RAY, Ichijinsha",Sentai Filmworks,Doga Kobo,4-koma manga,"Comedy, Romance",School,Unknown,PG-13 - Teens 13 or older,7.391,172522,20502,522,367370,1166
20031,D-Frag!,"D-Frag!, D-Fragments",ディーふらぐ！,D-Frag!,"The Kazama Family—a gang of three wannabe delinquents and close friends, spearheaded by Kenji Kazama, is trying to make a name for themselves at Fujou Academy. On the first day of the term, the gang finds themselves putting out a fire in the Game Development Club. Instead of thanking them, the eccentric club members attack and knock out Kenji's two friends, forcing Kenji to fight for his life. Failing to escape, the gang leader is coerced into joining the Game Development Club.

As he settles in, Kenji gets to know the four girls responsible for his provisional membership—student council president and general tyrant Chitose Karasuyama, spirited tomboy Sakura Mizukami, negligent club advisor Minami Oosawa, and the school's infamous shadow leader Roka Shibasaki. Throughout the Game Development Club's constant shenanigans and his desperate attempts to leave the club, Kenji begins to realize that he may be actually enjoying himself.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jan 7, 2014","Mar 25, 2014",Winter 2014,Unknown,"TV Tokyo, Media Factory, Kadokawa Shoten, AT-X, DAX Production, Sony Music Communications, Toranoana",Funimation,Brain's Base,Manga,Comedy,"School, Strategy Game",Seinen,PG-13 - Teens 13 or older,7.521,188766,15982,523,366479,2251
6114,Rainbow: Nisha Rokubou no Shichinin,Rainbow Criminal Seven of Compound Two Cell Six,RAINBOW 二舎六房の七人,Rainbow,"Japan, 1955: Mario Minakami has just arrived at Shounan Special Reform School along with five other teenagers who have been arrested on serious criminal charges. All assigned to the same cell, they meet older inmate Rokurouta Sakuragi—a former boxer—with whom they establish a close bond. Under his guidance, and with the promise that they will meet again on the outside after serving their sentences, the delinquents begin to view their hopeless situation in a better light.

Rainbow: Nisha Rokubou no Shichinin follows the seven cellmates as they struggle together against the brutal suffering and humiliation inflicted upon them by Ishihara, a sadistic guard with a grudge on Rokurouta, and Gisuke Sasaki, a doctor who takes pleasure in violating boys. Facing such hellish conditions, the seven inmates must scrape together all the strength they have to survive until their sentences are up; but even if they do, just what kind of lives are waiting for them on the other side?

[Written by MAL Rewrite] ",TV,26,Finished Airing,"Apr 7, 2010","Sep 29, 2010",Spring 2010,Unknown,"VAP, Nippon Television Network",Funimation,Madhouse,Manga,"Drama, Suspense","Delinquents, Historical",Seinen,R - 17+ (violence & profanity),8.491,146731,1212,524,366255,8062
18247,IS: Infinite Stratos 2,Unknown,IS〈インフィニット・ストラトス〉2,Infinite Stratos 2,Second season of Infinite Stratos.,TV,12,Finished Airing,"Oct 4, 2013","Dec 20, 2013",Fall 2013,Fridays at 0158 (JST),"Lantis, TBS, Sony Music Communications, Overlap",Sentai Filmworks,8bit,Light novel,"Action, Comedy, Sci-Fi, Ecchi","Harem, Mecha",Unknown,PG-13 - Teens 13 or older,6.481,215616,65262,525,366086,501
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,"Gekijouban Made in Abyss Fukaki Tamashii no Reimei, Made in Abyss Dawn of the Deep Soul",劇場版メイドインアビス 深き魂の黎明,Made in Abyss Dawn of the Deep Soul,"Continuing their perilous descent down the Abyss, Riko, Regu, and newfound friend Nanachi reach the Abyss' fifth layer, The Sea of Corpses. Upon arriving at the research station known as Idofront, the main trio encounter the mysterious Prushka, the alleged daughter of Bondrewd, who leads them to the White Whistle responsible for Nanachi's dark past. Despite the welcoming appearances of Idofront's residents, Nanachi warns the young adventurers that things are not always what they seem. With the only route to the sixth layer shrouded in mystery and Bonedrewd's schemes awaiting them, what sacrifices must be made in order to continue the journey down to the bottom of the Abyss?

[Written by MAL Rewrite]",Movie,1,Finished Airing,"Jan 17, 2020",Not Available,Unknown,Unknown,IRMA LA DOUCE,Sentai Filmworks,Kinema Citrus,Web manga,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Unknown,Unknown,R - 17+ (violence & profanity),8.651,182861,652,526,365042,2962
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,カンピオーネ！ ～まつろわぬ神々と神殺しの魔王～,Campione!,"The gods of the world are not myths or legends. They exist, unbeknownst to humans, fighting their battles and laying waste to land and life. People perceive the fights of such ""Heretic Gods"" as inexplicable natural disasters they cannot escape.

Sixteen-year-old high school student Godou Kusanagi travels to Italy at the request of his grandfather to return a particular tablet to an acquaintance for safekeeping. Godou does not expect to get drawn into a battle between two Heretic Gods alongside Erica Blandelli, a self-proclaimed witch fighting to protect people. Fortunately, he manages to defeat the god of war in mortal combat and becomes a ""Campione""—or ""God Slayer""—whose duty is to fight Heretic Gods to save humanity.

Godou's new status as a Campione attracts a bevy of Gods who wish to challenge him and a band of devout followers—mostly women—who are willing to aid him in his battles. Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou follows Godou as he tackles dueling deities in a conflict between Heaven and Earth.

[Written by MAL Rewrite]",TV,13,Finished Airing,"Jul 6, 2012","Sep 28, 2012",Summer 2012,Unknown,"Lantis, AT-X, Barnum Studio, Magic Capsule, Warner Bros. Japan, KlockWorx, Shueisha, Bulls Eye",Sentai Filmworks,Diomedéa,Light novel,"Comedy, Fantasy, Romance, Ecchi",Harem,Unknown,PG-13 - Teens 13 or older,6.951,200940,40962,527,363522,1243
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,"KonoSuba OVA, A Blessing to this Wonderful Choker!",この素晴らしい世界に祝福を！ 第11話 この素晴らしいチヨーカーに祝福を！,KonoSuba God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!,"While exploring Wiz's magic shop with his party, Kazuma Satou finds a magical wish-granting choker and decides to try it on. Only then does Wiz tell him that the choker strangles its wearer to death in four days unless their desires are fulfilled. This wouldn't be a problem if Kazuma knew what his wish was. Fearing for Kazuma's life, Aqua, Megumin, and Lalatina ""Darkness"" Dustiness Ford all agree to do his bidding in order to satisfy his desires and hopefully grant his wish, no matter what he asks for...

[Written by MAL Rewrite]",OVA,1,Finished Airing,"Jun 24, 2016",Not Available,Unknown,Unknown,Half H.P Studio,Discotek Media,Studio Deen,Light novel,"Comedy, Fantasy","Isekai, Parody, Reincarnation",Unknown,PG-13 - Teens 13 or older,7.851,236315,7942,528,363523,596
481,Yu☆Gi☆Oh! Duel Monsters,"Yugioh, Yu-Gi-Oh!, Yu-Gi-Oh! Duel Monsters, Yugioh Duel Monsters, Yu-Gi-Oh! Duel Monsters",遊☆戯☆王 デュエルモンスターズ,Yu-Gi-Oh!,"Yuugi Mutou is a naïve and lonely high school student who is fascinated by games. While staying with his grandfather, the owner of a game shop, he comes across an ancient Egyption relic known as the ""Millennium Puzzle."" Rumored to grant any wish to those who solve the Puzzle, Yuugi becomes determined to solve it to wish for some friends. After years of struggling, Yuugi manages to complete the puzzle and mysteriously finds that his wish has been fulfilled.

Meanwhile, a new card game known as ""Duel Monsters"" starts rising in popularity. In this game, players called duelists fight against each other with ""monsters"" by using magic and trap cards to foil their opponent's plans. Yuugi quickly becomes skilled at the game and lives a peaceful life with his newfound friends.

However, Yuugi's peace is short-lived. The undefeated duelist and egocentric billionaire Seto Kaiba suddenly abducts Yuugi's grandfather, forcing him to duel against the rare ""Blue Eyes White Dragon'' card. Yuugi is thrown into a new world of fierce battles and the stakes continue to rise as dark forces interfere from the shadows. After unexpectedly defeating Kaiba with the help of his ""other self""—the spirit of a nameless pharaoh—contained in the puzzle, he unofficially becomes the top duelist known as ""The King of Games."" However, this new title will attract covetousness and Yuugi will have to use all his intelligence and willpower in order to protect what he holds the dearest to him.

[Written by MAL Rewrite]
",TV,224,Finished Airing,"Apr 18, 2000","Sep 29, 2004",Spring 2000,Unknown,"Nihon Ad Systems, Konami Cross Media NY","4Kids Entertainment, Flatiron Film Company",Gallop,Manga,"Action, Adventure, Fantasy",Strategy Game,Shounen,PG-13 - Teens 13 or older,7.471,232913,17512,529,363356,4233
41433,Akudama Drive,Unknown,アクダマドライブ,Akudama Drive,"The bustling metropolis of Kansai, where cybernetic screens litter the neon landscape, may seem like a technological utopia at first glance. But in the dark alleys around the brightly-lit buildings, an unforgiving criminal underbelly still exists in the form of fugitives known as ""Akudama."" 

No stranger to these individuals, Kansai police begin the countdown to the public execution of an infamous Akudama ""Cutthroat,"" guilty of killing 999 people. However, a mysterious message is sent to several elite Akudama, enlisting them to free Cutthroat for a substantial amount of money. An invisible hand seeks to gather these dangerous personas in one place, ensuring that the execution is well underway to becoming a full-blown bloodbath.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Oct 8, 2020","Dec 24, 2020",Fall 2020,Thursdays at 2130 (JST),"Marvelous, Yomiuri Advertising, Delfi Sound, NBCUniversal Entertainment Japan, Amuse, Sammy, Contents Seed, BS NTV, Aeon Entertainment",Funimation,Pierrot,Original,"Action, Sci-Fi",Gore,Unknown,R - 17+ (violence & profanity),7.611,170789,13182,530,363130,3157
30363,Shinmai Maou no Testament Burst,Unknown,新妹魔王の契約者 BURST,The Testament of Sister New Devil Burst,"Basara Toujou has a hard life. He is the older step-brother to two demonic sisters, Mio and Maria Naruse, whom he protects from entitled demons looking to claim Mio's power for themselves. On top of that, rising political tension within the demon realm only makes his job more difficult.

When a messenger arrives with summons for Mio to the demon realm, she and her friends go in spite of the danger. Now on the enemy's turf, Basara will have to grow stronger through erotic pleasure in order to do the impossible and protect everyone.

[Written by MAL Rewrite]",TV,10,Finished Airing,"Oct 10, 2015","Dec 12, 2015",Fall 2015,Saturdays at 0140 (JST),"Kadokawa Shoten, Nippon Columbia","Funimation, Crunchyroll",Production IMS,Light novel,"Action, Fantasy, Romance, Ecchi","Harem, Mythology",Unknown,PG-13 - Teens 13 or older,6.831,202813,46562,531,361941,536
11433,Ano Natsu de Matteru,Unknown,あの夏で待ってる,Waiting in the Summer,"While testing out his camera on a bridge one summer night, Kaito Kirishima sees a blue light streaking across the sky, only to be blown off the railing seconds later. Just before succumbing to unconsciousness, a hand reaches down to grab ahold of his own. Dazed and confused, Kaito wakes up the next morning wondering how he ended up back in his own room with no apparent injuries or any recollection of the night before. As he proceeds with his normal school life, Kaito and his friends discuss what to do with his camera, finally deciding to make a film with it over their upcoming summer break. Noticing that Kaito has an interest in the new upperclassmen Ichika Takatsuki, his friend Tetsurou Ishigaki decides to invite her, as well as her friend Remon Yamano, to join them in their movie project.

In what becomes one of the most entertaining and exciting summers of their lives, Kaito and his friends find that their time spent together is not just about creating a film, but something much more meaningful that will force them to confront their true feelings and each other.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jan 10, 2012","Mar 27, 2012",Winter 2012,Tuesdays at 0130 (JST),"Geneon Universal Entertainment, Genco, AT-X, Bushiroad, Showgate",Sentai Filmworks,J.C.Staff,Original,"Drama, Romance, Sci-Fi",Love Polygon,Unknown,PG-13 - Teens 13 or older,7.431,171950,19062,532,361884,1996
